MofName,CO2Fraction,Pressure[bar],AdsCO2,AdsN2,AdsCO2Predicted,AdsN2Predicted,SymlogAbsLoadingCO2Predicted,SymlogAbsLoadingN2Predicted,AdsCO2PredictedPure,AdsN2PredictedPure,AdsCO2GCMCIast,AdsN2GCMCIast,AdsCO2MLIast,AdsN2MLIast,AdsCO2MLPureIast,AdsN2MLPureIast
ddmof_1008,0.1,1.0,0.281441,0.2244242,0.40913389765221575,0.21892283696318082,,,,,0.1714486953383249,0.21860455039752236,0.45794215916375564,0.182143714631586,0.22942596415970523,0.2084953930857455
ddmof_1008,0.1,2.0,0.4558597,0.4349436,0.700049527400322,0.4391236331503611,,,,,0.3417159532596025,0.4341683608758778,0.7522894340039269,0.3549915070870789,0.4560020489140404,0.41610156680710775
ddmof_1008,0.1,3.0,0.6521837,0.629187,0.9969017026785775,0.6667640413219212,,,,,0.5108206219454984,0.6467478286546505,1.0166684808536028,0.5318915724610938,0.679773879966533,0.6228314329447108
ddmof_1008,0.1,4.0,0.8369663,0.8514913,1.267290653346382,0.8597529785348192,,,,,0.6787811392707342,0.8563979988930528,1.2673292280286008,0.7112091810349661,0.9007861406298752,0.8286976714566887
ddmof_1008,0.1,5.0,1.0367135,1.0677265,1.6195568048288853,1.054024724911518,,,,,0.8456155440555526,1.0631726044099254,1.5088599346175673,0.8911872561506685,1.119082595607053,1.0337127357771425
ddmof_1008,0.1,6.0,1.1737282,1.2697821,1.826491784580224,1.2540832605616752,,,,,1.0113414869478452,1.267124104024578,1.7431956524715604,1.0706281604515042,1.3347061140647551,1.2378888579690486
ddmof_1008,0.1,7.0,1.3728081,1.4704951,2.121033485233968,1.4518511331495314,,,,,1.1759762409489243,1.4683037195738295,1.971379595474455,1.2487552374686322,1.5476986920232207,1.4412380537363447
ddmof_1008,0.1,8.0,1.520375,1.6679419,2.3112461988688833,1.6421175915060238,,,,,1.3395367115965364,1.6667614716578865,2.194071336491828,1.4250658553334292,1.7581014740858352,1.6437721272996526
ddmof_1008,0.1,9.0,1.6579864,1.8896731,2.64387290342992,1.8130164576140808,,,,,1.5020394468182423,1.8625462141651763,2.4117347819929447,1.5992338930486223,1.9659547745308699,1.8455026761399569
ddmof_1008,0.1,10.0,1.8405783,2.0906452,2.655638441588265,2.0711284363879128,,,,,1.663500646467341,2.0557056676244616,2.6247211028609927,1.771048790012588,2.171298097786912,2.04644109561438
ddmof_1008,0.15,0.01,0.0051662,0.0021984,0.009572231887578482,0.00199990186855412,,,,,0.002580592561761545,0.0020789746559401285,0.011951030369522112,0.0020822336509319877,0.0034627070694493367,0.001973299542072226
ddmof_1008,0.15,0.1,0.0508456,0.0211752,0.08078379131338395,0.020901847469659753,,,,,0.025797428783909896,0.020775019664598156,0.10532415238265669,0.019669856475497294,0.03460115014948161,0.019727247142772776
ddmof_1008,0.15,0.2,0.1057975,0.0430963,0.15756489285213884,0.04125477859079824,,,,,0.051575996190848954,0.04151735445058619,0.18863603495587114,0.037580276875872155,0.06914478183532333,0.03944173640188613
ddmof_1008,0.15,0.3,0.1160514,0.0642636,0.212574783807844,0.06162764381843885,,,,,0.07733573449664984,0.0622270698474652,0.25901962990909994,0.054515703807708836,0.10363102543065794,0.05914349309869174
ddmof_1008,0.15,0.4,0.1697864,0.0837665,0.28874888803361165,0.0826461888430448,,,,,0.10307667590231259,0.08290423117634418,0.3211861601326527,0.07089327080123885,0.13806001092235118,0.07883254248837439
ddmof_1008,0.15,0.5,0.2192266,0.1077682,0.33946740832968125,0.10220863727205488,,,,,0.12879885253418294,0.10354890359050958,0.37781236712405747,0.08695150279046744,0.17243186791242684,0.09850890976016088
ddmof_1008,0.15,0.6,0.2813625,0.1287236,0.3808423003611814,0.12511483916346855,,,,,0.15450229644421568,0.12416115207590658,0.4305263833936659,0.10283372805608648,0.20674672561946844,0.1181726200375456
ddmof_1008,0.15,0.7,0.2516999,0.1457611,0.44049118106260376,0.1459544521408588,,,,,0.18018703961011556,0.1447410414517401,0.48037245989098176,0.1186289928214739,0.24100471288001676,0.13782369837851258
ddmof_1008,0.15,0.8,0.3654509,0.1693859,0.5130962804149332,0.16678081036492284,,,,,0.20585311393562433,0.1652886363709276,0.5280494521482186,0.13439376845385895,0.27520595814996957,0.15746216977574923
ddmof_1008,0.15,0.9,0.3544747,0.1857796,0.5623910284731837,0.18732434423483846,,,,,0.23150055125069688,0.18580400132065963,0.5740416878710187,0.15016419366596104,0.309350589505965,0.17708805915686923
ddmof_1008,0.15,1.0,0.3623575,0.2097578,0.6058896406551266,0.2066489439958815,,,,,0.25712938331174245,0.20628720062289194,0.6186947882168811,0.1659633230605218,0.343438734646765,0.19670139138462703
ddmof_1008,0.15,2.0,0.6925792,0.4044252,1.0133445697847914,0.4104931503012208,,,,,0.5124013491881605,0.409364116764235,1.0261666269186698,0.32688724792460255,0.6812412705044204,0.3921494940879288
ddmof_1008,0.15,3.0,0.9465324,0.600184,1.4184916525778364,0.6177137931225811,,,,,0.7658471836452868,0.6092940152517664,1.400939804625464,0.492138854975527,1.0135328999949273,0.5863687571051782
ddmof_1008,0.15,4.0,1.2110616,0.8000176,1.7987294950721229,0.8200075309704539,,,,,1.0174974621291593,0.8061385712945738,1.7590985572501652,0.6590385635350959,1.3404352971501283,0.779383006052015
ddmof_1008,0.15,5.0,1.4423636,1.0214897,2.169894834268606,0.9973914917589699,,,,,1.2673820696942415,0.999957917209152,2.105082063785918,0.8257174202735214,1.662066645835147,0.9712154633849802
ddmof_1008,0.15,6.0,1.732025,1.2041366,2.3972221607194246,1.205389411293291,,,,,1.5155302204970884,1.1908106893913482,2.4408432177495425,0.9910531844840079,1.97854176259897,1.161888767832052
ddmof_1008,0.15,7.0,1.9266139,1.4014578,2.8940830785517875,1.347023461891621,,,,,1.7619704766320152,1.3787540736068207,2.767503454970857,1.1543715940170245,2.2899722144114825,1.3514249930692432
ddmof_1008,0.15,8.0,2.1246731,1.5973108,3.168864689146963,1.551936748166048,,,,,2.0067307663345986,1.563843848668976,3.085820218627596,1.3152640935792714,2.5964664315322183,1.539845665677296
ddmof_1008,0.15,9.0,2.422076,1.7788742,3.523789649223239,1.7055385375629257,,,,,2.249838401577504,1.7461344285703921,3.3963602453767545,1.473484550000861,2.89812981574273,1.7271717824108592
ddmof_1008,0.15,10.0,2.6262436,1.9835208,3.818950489744077,1.8912316926471984,,,,,2.4913200950823646,1.9256789031303296,3.6995769350597585,1.6288894939871565,3.195064844161984,1.9134238268108463
ddmof_1008,0.2,0.01,0.0082675,0.0018294,0.012296745916414168,0.0019128809977438921,,,,,0.0034407841920244707,0.0019566656178795824,0.015858937133560912,0.0019549565968067723,0.0046168480876074515,0.001857203048952474
ddmof_1008,0.2,0.1,0.07122,0.0194165,0.10582347009777969,0.0195622629604219,,,,,0.034395983285473,0.019551320115322984,0.13546005945093983,0.018192962555139237,0.046125415297489876,0.01856481833344705
ddmof_1008,0.2,0.2,0.1217672,0.0393747,0.21168646428911161,0.038505946100298116,,,,,0.06876564390778601,0.03906860575230337,0.2379549572306127,0.03449269189464379,0.09215530532252131,0.037113635054254135
ddmof_1008,0.2,0.3,0.180637,0.0591838,0.2863489271459781,0.05743882646798719,,,,,0.10310902892980758,0.05855192886993197,0.3232280410651181,0.04988353557399327,0.13808994722236817,0.055646490170561086
ddmof_1008,0.2,0.4,0.233995,0.0760407,0.35282896295354327,0.07686218693675355,,,,,0.13742618530133818,0.07800136123448465,0.3983915521793412,0.06482106224359492,0.18392961708830144,0.07416342355510917
ddmof_1008,0.2,0.5,0.2858692,0.1004978,0.4133020253468109,0.09736650652450304,,,,,0.17171715985937766,0.0974169744202202,0.4671134299312736,0.07953914145911467,0.22967458996059137,0.09266447494580847
ddmof_1008,0.2,0.6,0.3216951,0.1215396,0.5049072348894913,0.11836342915836079,,,,,0.20598199932847386,0.1167988398099941,0.5314700773575213,0.09416575955486373,0.275325139833441,0.11114968394634359
ddmof_1008,0.2,0.7,0.3542548,0.1371167,0.5752256012474857,0.1363885751362753,,,,,0.24022075032108328,0.13614702859585479,0.5927215164779052,0.1087735891834061,0.3208815396599234,0.12961909002674352
ddmof_1008,0.2,0.8,0.3663067,0.1599486,0.6679269754817607,0.15444366239649523,,,,,0.27443345933789653,0.15546161177967438,0.6516747844923045,0.12340449092954948,0.3663440613568812,0.14807273252395986
ddmof_1008,0.2,0.9,0.451667,0.1758633,0.7048524106747804,0.17578548473278638,,,,,0.3086201727681698,0.1747426601737669,0.7088696549876353,0.13808234050917056,0.41171297580979305,0.16651065064244655
ddmof_1008,0.2,1.0,0.5093355,0.1968658,0.7712612181739197,0.1943479191577036,,,,,0.34278093689004985,0.1939902444015118,0.7646802273314808,0.15282015528425974,0.45698855287762663,0.18493288345472322
ddmof_1008,0.2,2.0,0.8802588,0.3806512,1.347298315290153,0.3856952711358917,,,,,0.6829714685626872,0.38464096079768606,1.282360761520115,0.30364754989592796,0.9046694119531397,0.3683010224921574
ddmof_1008,0.2,3.0,1.2500908,0.5633217,1.8209371261263583,0.5673327526616387,,,,,1.020617163045727,0.5720215666543087,1.7643523876403777,0.4583184781413929,1.3433059375530545,0.5501426526388677
ddmof_1008,0.2,4.0,1.5388022,0.7646863,2.293264048036991,0.7582278395600892,,,,,1.3557625161838467,0.7561996616121336,2.226101128147593,0.613728398119578,1.7731517813579032,0.730494756016011
ddmof_1008,0.2,5.0,1.8452342,0.9388145,2.6921972028981287,0.9334145685623376,,,,,1.6884509829176253,0.9372410850213788,2.671962036574328,0.7680831446471129,2.1944513261417344,0.9093931135754451
ddmof_1008,0.2,6.0,2.1627524,1.1372899,3.0854671341175646,1.1118416553654533,,,,,2.0187250074771126,1.115209971346035,3.1039768009722795,0.9203908120787533,2.6074401019522,1.0868723547134107
ddmof_1008,0.2,7.0,2.5467011,1.2999158,3.3840063277326657,1.2872599677157932,,,,,2.3466260525331246,1.2901688035284082,3.5234028195564284,1.0700939952298438,3.012345180184994,1.2629660044152156
ddmof_1008,0.2,8.0,2.8186498,1.4958787,3.8962907171339163,1.4433458625404227,,,,,2.672194627348253,1.4621784643992617,3.9311446891693413,1.2168799527264331,3.409385546905122,1.4377065280741168
ddmof_1008,0.2,9.0,3.1165552,1.6746313,4.302315009785431,1.6112823412286892,,,,,2.995470314966717,1.6312982862158352,4.327915915664846,1.3605804120603568,3.7987724566740178,1.6111253741181533
ddmof_1008,0.2,10.0,3.416973,1.8625858,4.635813243725886,1.7650934204630795,,,,,3.3164917984814335,1.7975860984052194,4.714312201823392,1.501115882801478,4.18070976805526,1.7832530145698628
ddmof_1008,0.3,0.01,0.0092725,0.0019471,0.017678675369940427,0.0016812804440978313,,,,,0.005161158616916272,0.0017120536961997264,0.023565677598133945,0.0017023648512799075,0.00692498813419592,0.001625017583082294
ddmof_1008,0.3,0.1,0.083421,0.0175636,0.14617846690611527,0.017279076703289525,,,,,0.05159220952296021,0.017104536071625345,0.19044687931382906,0.015441678004401618,0.06915978595193556,0.01624071346801898
ddmof_1008,0.3,0.2,0.1664495,0.0331957,0.29813629812334874,0.03359628323542758,,,,,0.1031414118139087,0.034173566852060196,0.3252956720597133,0.029004294880105606,0.13811988784285056,0.032460446527307674
ddmof_1008,0.3,0.3,0.2546913,0.0513638,0.4223365625265201,0.05061278950686096,,,,,0.15464768879809154,0.05120717465952258,0.4363099117109909,0.04188114195293011,0.20688113590483037,0.04865927322511028
ddmof_1008,0.3,0.4,0.3490808,0.0709923,0.5344102034236815,0.06740174499960981,,,,,0.20611112219258237,0.06820544157751394,0.5349055245238804,0.054506631955103406,0.2754443558139956,0.06483726724547377
ddmof_1008,0.3,0.5,0.3774557,0.0865145,0.645665739198165,0.08384406574614207,,,,,0.25753179350690864,0.08516844945564131,0.6261732077160325,0.0670660999413132,0.34381036872156867,0.08099450191152277
ddmof_1008,0.3,0.6,0.4358543,0.1030809,0.7164371302008802,0.10212144127181519,,,,,0.3089097840437419,0.10209627991036946,0.7127177063420654,0.07964470031988238,0.4119799912846612,0.09713105018774053
ddmof_1008,0.3,0.7,0.5028189,0.1223797,0.8293902774974932,0.1180132990338485,,,,,0.3602451748994813,0.1189890143258748,0.7960065077068134,0.09228198743485004,0.47995403569683404,0.11324698468221041
ddmof_1008,0.3,0.8,0.5871585,0.1337171,0.9226025057272662,0.13539513437734046,,,,,0.41153804696494894,0.13584673385478294,0.8769277978840723,0.10499505888834916,0.5477333097183927,0.1293423776488582
ddmof_1008,0.3,0.9,0.6937176,0.1541464,0.9965388215270429,0.15426974970723245,,,,,0.46278848092599434,0.152669519418988,0.9560499277395335,0.11778940545413653,0.6153186167064452,0.1454173009896678
ddmof_1008,0.3,1.0,0.7254843,0.1690012,1.0584086222878333,0.16542031341459684,,,,,0.5139965572641322,0.16945745171043872,1.0337532167279448,0.13066437684070398,0.682710755644718,0.16147182625687725
ddmof_1008,0.3,2.0,1.255524,0.333747,1.8126086201634943,0.339669506975935,,,,,1.0237652124834395,0.3354374339934518,1.7672196797327486,0.2626361161968083,1.3461806102339802,0.3209106806299138
ddmof_1008,0.3,3.0,1.7641529,0.5062342,2.501383830702446,0.5016094715990577,,,,,1.5293851419962077,0.49801917248882044,2.4565437177455336,0.3968530055641097,1.9911811781274693,0.4783859202557288
ddmof_1008,0.3,4.0,2.2054482,0.6651935,3.168864689146963,0.667949125769939,,,,,2.030933552891348,0.6572796847430235,3.116112066252316,0.5301941958827289,2.618443700102822,0.6339636537822546
ddmof_1008,0.3,5.0,2.7345693,0.8257231,3.697320118617522,0.8088418427415307,,,,,2.5284857425946563,0.8132938535703245,3.750453035852003,0.6611939493366952,3.228661637648672,0.7877069344447774
ddmof_1008,0.3,6.0,3.2265297,0.992416,4.235146575787221,0.958565282640071,,,,,3.0221151563324384,0.9661344975936242,4.3620323081696615,0.7891463323126583,3.8224930703617117,0.9396759393415347
ddmof_1008,0.3,7.0,3.5896879,1.1444739,4.675367042616588,1.1157222058368306,,,,,3.511893442559159,1.1158724390877108,4.952578543886864,0.9137148258566994,4.400562913625709,1.0899281360557869
ddmof_1008,0.3,8.0,4.0338569,1.3090548,5.1608422568769,1.2369407323849542,,,,,3.997890506431696,1.2625765692417554,5.523463125388548,1.0347571357050735,4.963464972061582,1.2385184376630398
ddmof_1008,0.3,9.0,4.4013649,1.4594246,5.869425584584457,1.361062575897037,,,,,4.4801745614090835,1.4063139109522134,6.075846493508371,1.1522391659110656,5.5117638427332185,1.3854993470652577
ddmof_1008,0.3,10.0,4.8614251,1.6147644,6.4077597839750196,1.496694918158298,,,,,4.958812179052836,1.547149679252109,6.610746820683438,1.2661894036744608,6.045996680751386,1.5309210915070905
ddmof_1008,0.4,0.01,0.015852,0.001586,0.024134652680404888,0.0014300855016311253,,,,,0.0068815212608413,0.0014674499803196202,0.031131807283549064,0.0014523050574035846,0.009232938880880798,0.0013928421435050835
ddmof_1008,0.4,0.1,0.1305844,0.0145643,0.20989985748356332,0.014496515742366243,,,,,0.06878725859962034,0.01465857199800355,0.23994228311111115,0.012900956149468344,0.09217529673043026,0.013917611408189956
ddmof_1008,0.4,0.2,0.2324719,0.0302357,0.38157999687931593,0.0293175973964374,,,,,0.13751247523073998,0.029281805123706487,0.4024011774751546,0.02413180191800135,0.18400934082583295,0.02781126997178994
ddmof_1008,0.4,0.3,0.3351288,0.0438343,0.5102295307945923,0.04286712546419319,,,,,0.20617577289537065,0.043869788001313095,0.5366282790999729,0.034900376790545716,0.2755039766656548,0.0416810848182085
ddmof_1008,0.4,0.4,0.4432425,0.0587991,0.7010607549995004,0.05739031655783607,,,,,0.27477727427020554,0.05842260899069736,0.6573300528182852,0.045563211439607516,0.3666610354392328,0.05552716437532505
ddmof_1008,0.4,0.5,0.4931852,0.0752006,0.7902196862273642,0.07281255213940221,,,,,0.34331710170762975,0.07294035618835312,0.7704131703750338,0.05624840063611691,0.4574823352631275,0.06934961637723851
ddmof_1008,0.4,0.6,0.55686,0.0915865,0.9196737271012095,0.08556314206994663,,,,,0.4117953772367589,0.08742311742830898,0.8787021122525891,0.06700394566493491,0.5479696812971866,0.08314854786997963
ddmof_1008,0.4,0.7,0.6106891,0.101228,1.0286989207769641,0.10140723546770565,,,,,0.48021222256445156,0.10187098028306035,0.9837148759355092,0.0778454458520443,0.6381248658593961,0.09692406521714811
ddmof_1008,0.4,0.8,0.800473,0.1152113,1.1029553363726414,0.11496933413643813,,,,,0.5485677590763504,0.11628403206446765,1.0863392388488866,0.08877437091894017,0.7279496685394947,0.11067627410551242
ddmof_1008,0.4,0.9,0.7912162,0.1310868,1.175222364070939,0.13087934069226298,,,,,0.6168621078378826,0.13066235982468496,1.1871289551516766,0.09978589357273526,0.8174458563114034,0.1244052795505371
ddmof_1008,0.4,1.0,0.8873958,0.144073,1.348367239818569,0.14343059988951115,,,,,0.6850953895952754,0.1450060503570692,1.286447525017813,0.11087250186734117,0.9066151836444629,0.1381111859018613
ddmof_1008,0.4,2.0,1.5612572,0.291742,2.3161514275978834,0.2899264454959064,,,,,1.364095859889466,0.28655681945521116,2.230892764504075,0.22414936404075297,1.7807083922345504,0.2739222908190903
ddmof_1008,0.4,3.0,2.1814779,0.4325568,3.117235174944581,0.4236670645122299,,,,,2.0371201188917314,0.4247374513722257,3.1192794140800393,0.3381172311865952,2.623956719901837,0.4075335293642896
ddmof_1008,0.4,4.0,2.8284327,0.5687627,3.958553593676349,0.5621314041248126,,,,,2.704283800576888,0.5596306081685843,3.9656537199782314,0.4500775556233432,3.4379245212741387,0.5390390668760457
ddmof_1008,0.4,5.0,3.5423205,0.7022364,4.67174472514004,0.6919895630832553,,,,,3.3656995597945865,0.6913165548468129,4.775183730026146,0.5589376470365013,4.224072700351267,0.6685274817028353
ddmof_1008,0.4,6.0,4.0621062,0.8541687,5.203773130541912,0.8386059035985663,,,,,4.0214771637731905,0.8198732409842392,5.55110784620986,0.6642506695503161,4.983767097628719,0.7960821851116409
ddmof_1008,0.4,7.0,4.6367182,0.9817145,5.91638407646782,0.9371628427264898,,,,,4.671723580357165,0.9453763791849117,6.295916193170965,0.7658626504617323,5.718286075833622,0.921781803325181
ddmof_1008,0.4,8.0,5.2881011,1.1145601,6.516574064040961,1.0572895158352789,,,,,5.316543063110237,1.0678995204896284,7.011697346954803,0.8637646133440667,6.428827392084281,1.0457005256494623
ddmof_1008,0.4,9.0,5.860499,1.2520066,7.182389503733225,1.1766377881027463,,,,,5.956037233410702,1.1875141268763396,7.700277311277038,0.9580230440084192,7.116514433469251,1.1679084221839284
ddmof_1008,0.4,10.0,6.3324541,1.38,7.6950306890035245,1.2950509844692566,,,,,6.590305159659636,1.304289640976673,8.36328835973137,1.0487442842211634,7.782401883701179,1.2884717341989063
ddmof_1008,0.5,0.01,0.0184979,0.0010992,0.027423851118301593,0.0011970902654412,,,,,0.008601872123621165,0.0012228544701257196,0.038562844212467494,0.0012046801772188107,0.011540700351340555,0.0011606767291798038
ddmof_1008,0.5,0.1,0.1543741,0.0124523,0.25367924440919914,0.012376822595068625,,,,,0.08598113034750576,0.012213427770786975,0.28527938273668607,0.010519093283459435,0.11517197117386542,0.01159551111688924
ddmof_1008,0.5,0.2,0.2630609,0.0241195,0.4519420127676704,0.024188477929302545,,,,,0.17187883281621297,0.024393319579117733,0.47273947077575357,0.01965654515429097,0.2298238514053476,0.023166097105973563
ddmof_1008,0.5,0.3,0.4380998,0.0374276,0.6581141282791251,0.03583180217685837,,,,,0.2576932766970739,0.03653976556475493,0.6291323075614131,0.028511398826891687,0.3439590970867558,0.034711897049251164
ddmof_1008,0.5,0.4,0.4971188,0.0490005,0.7940129896097906,0.04898078497361266,,,,,0.34342463082072766,0.04865285558991639,0.7715154543116456,0.037350814705818275,0.45758113417208246,0.04623304892913726
ddmof_1008,0.5,0.5,0.5251639,0.0613272,0.9578682158792486,0.060307018381503395,,,,,0.4290730635589632,0.06073267924027236,0.9062188956505192,0.04625460538197339,0.5706933585106139,0.057729689639632265
ddmof_1008,0.5,0.6,0.6421183,0.0729944,1.0653498191245498,0.07345488147423636,,,,,0.5146387428261933,0.07277932582592245,1.036126929922627,0.0552444413956383,0.6832991361761535,0.06920195499736628
ddmof_1008,0.5,0.7,0.814951,0.0855409,1.24119898422499,0.0837741824533598,,,,,0.6001218360809206,0.08479288438237073,1.1627406862599083,0.06432113639424458,0.7954018037919565,0.0806499797524907
ddmof_1008,0.5,0.8,0.9367025,0.0981346,1.3003360491832316,0.09736650652450304,,,,,0.6855225103271704,0.09677344367152636,1.2869186863319768,0.07347771688737582,0.907004668851413,0.09207389759944853
ddmof_1008,0.5,0.9,0.9685477,0.1082314,1.3792338681453582,0.10940423108234128,,,,,0.7708409321159522,0.10872109218266385,1.409188078280438,0.08270455100181173,1.018111010034557,0.10347384118761119
ddmof_1008,0.5,1.0,1.0749891,0.1190114,1.5687340258094105,0.12163576801531054,,,,,0.8560772675467133,0.12063591813338273,1.529891145140233,0.09199148381780584,1.1287240775204752,0.11484994213177217
ddmof_1008,0.5,2.0,1.9108483,0.24187,2.7324266105899313,0.23687405496026,,,,,1.7039620940301632,0.2379981523735809,2.680803840966677,0.1863951817454421,2.208419965789967,0.227327842085374
ddmof_1008,0.5,3.0,2.7025277,0.3622161,3.8211231486384993,0.3533406522596145,,,,,2.5438176958868883,0.35217318952899107,3.760567367019683,0.2803028264137771,3.2421634399261423,0.3375589559517883
ddmof_1008,0.5,4.0,3.5097765,0.4744596,4.650184249143877,0.4686057700721668,,,,,3.375802942197468,0.46324491254319194,4.783636075214913,0.3715669071125541,4.232779202833942,0.44565934144626873
ddmof_1008,0.5,5.0,4.1931067,0.5893019,5.5566006353070305,0.5808101970990008,,,,,4.200072490168038,0.5712946909205877,5.756291688695139,0.4594372784371483,5.182865941598445,0.5517367108343312
ddmof_1008,0.5,6.0,5.0825124,0.7117209,6.29563587822861,0.6784474144646004,,,,,5.016776915783576,0.6764014676033834,6.682915230454919,0.5436783955446638,6.094818445666195,0.6558911892609092
ddmof_1008,0.5,7.0,5.6916627,0.8113236,7.147644170513432,0.7846154439068858,,,,,5.826062839826466,0.7786418424541272,7.567065079068076,0.6242739510408145,6.970847180721884,0.758215990612282
